STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140403,18,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140404,48,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140405,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140406,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140407,168,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140408,86,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140409,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140410,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140411,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140412,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140413,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140414,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140415,221,0,3
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140416,13,0,5
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140417,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140418,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140419,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140420,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140421,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140422,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140423,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140424,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140425,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140426,193,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140427,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140428,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140429,8,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140430,1336,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140501,38,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140502,0,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140503,8,0,0
GHCND:USW00014732,NEW YORK LAGUARDIA AIRPORT NY US,20140504,0,0,0
