,STATION_NAME,DATE,PRCP,SNWD,SNOW,Precip,dateCol
309,NEW YORK LAGUARDIA AIRPORT NY US,20140506,0,0,0,0,2014-05-06
310,NEW YORK LAGUARDIA AIRPORT NY US,20140507,0,0,0,0,2014-05-07
311,NEW YORK LAGUARDIA AIRPORT NY US,20140508,99,0,0,1,2014-05-08
312,NEW YORK LAGUARDIA AIRPORT NY US,20140509,5,0,0,1,2014-05-09
313,NEW YORK LAGUARDIA AIRPORT NY US,20140510,231,0,0,1,2014-05-10
314,NEW YORK LAGUARDIA AIRPORT NY US,20140511,5,0,0,1,2014-05-11
315,NEW YORK LAGUARDIA AIRPORT NY US,20140512,0,0,0,0,2014-05-12
316,NEW YORK LAGUARDIA AIRPORT NY US,20140513,0,0,0,0,2014-05-13
317,NEW YORK LAGUARDIA AIRPORT NY US,20140514,0,0,0,0,2014-05-14
318,NEW YORK LAGUARDIA AIRPORT NY US,20140515,36,0,0,1,2014-05-15
319,NEW YORK LAGUARDIA AIRPORT NY US,20140516,409,0,0,1,2014-05-16
320,NEW YORK LAGUARDIA AIRPORT NY US,20140517,0,0,0,0,2014-05-17
321,NEW YORK LAGUARDIA AIRPORT NY US,20140518,0,0,0,0,2014-05-18
322,NEW YORK LAGUARDIA AIRPORT NY US,20140519,0,0,0,0,2014-05-19
323,NEW YORK LAGUARDIA AIRPORT NY US,20140520,0,0,0,0,2014-05-20
324,NEW YORK LAGUARDIA AIRPORT NY US,20140521,0,0,0,0,2014-05-21
325,NEW YORK LAGUARDIA AIRPORT NY US,20140522,71,0,0,1,2014-05-22
326,NEW YORK LAGUARDIA AIRPORT NY US,20140523,272,0,0,1,2014-05-23
327,NEW YORK LAGUARDIA AIRPORT NY US,20140524,10,0,0,1,2014-05-24
328,NEW YORK LAGUARDIA AIRPORT NY US,20140525,0,0,0,0,2014-05-25
329,NEW YORK LAGUARDIA AIRPORT NY US,20140526,0,0,0,0,2014-05-26
330,NEW YORK LAGUARDIA AIRPORT NY US,20140527,0,0,0,0,2014-05-27
331,NEW YORK LAGUARDIA AIRPORT NY US,20140528,0,0,0,0,2014-05-28
332,NEW YORK LAGUARDIA AIRPORT NY US,20140529,0,0,0,0,2014-05-29
333,NEW YORK LAGUARDIA AIRPORT NY US,20140530,8,0,0,1,2014-05-30
334,NEW YORK LAGUARDIA AIRPORT NY US,20140531,3,0,0,1,2014-05-31
335,NEW YORK LAGUARDIA AIRPORT NY US,20140601,0,0,0,0,2014-06-01
336,NEW YORK LAGUARDIA AIRPORT NY US,20140602,0,0,0,0,2014-06-02
337,NEW YORK LAGUARDIA AIRPORT NY US,20140603,15,0,0,1,2014-06-03
338,NEW YORK LAGUARDIA AIRPORT NY US,20140604,0,0,0,0,2014-06-04
339,NEW YORK LAGUARDIA AIRPORT NY US,20140605,178,0,0,1,2014-06-05
340,NEW YORK LAGUARDIA AIRPORT NY US,20140606,0,0,0,0,2014-06-06
341,NEW YORK LAGUARDIA AIRPORT NY US,20140607,0,0,0,0,2014-06-07
342,NEW YORK LAGUARDIA AIRPORT NY US,20140608,0,0,0,0,2014-06-08
343,NEW YORK LAGUARDIA AIRPORT NY US,20140609,315,0,0,1,2014-06-09
344,NEW YORK LAGUARDIA AIRPORT NY US,20140610,0,0,0,0,2014-06-10
345,NEW YORK LAGUARDIA AIRPORT NY US,20140611,13,0,0,1,2014-06-11
346,NEW YORK LAGUARDIA AIRPORT NY US,20140612,5,0,0,1,2014-06-12
347,NEW YORK LAGUARDIA AIRPORT NY US,20140613,394,0,0,1,2014-06-13
348,NEW YORK LAGUARDIA AIRPORT NY US,20140614,0,0,0,0,2014-06-14
349,NEW YORK LAGUARDIA AIRPORT NY US,20140615,0,0,0,0,2014-06-15
350,NEW YORK LAGUARDIA AIRPORT NY US,20140616,0,0,0,0,2014-06-16
351,NEW YORK LAGUARDIA AIRPORT NY US,20140617,0,0,0,0,2014-06-17
352,NEW YORK LAGUARDIA AIRPORT NY US,20140618,0,0,0,0,2014-06-18
353,NEW YORK LAGUARDIA AIRPORT NY US,20140619,0,0,0,0,2014-06-19
354,NEW YORK LAGUARDIA AIRPORT NY US,20140620,0,0,0,0,2014-06-20
355,NEW YORK LAGUARDIA AIRPORT NY US,20140621,0,0,0,0,2014-06-21
356,NEW YORK LAGUARDIA AIRPORT NY US,20140622,0,0,0,0,2014-06-22
357,NEW YORK LAGUARDIA AIRPORT NY US,20140623,0,0,0,0,2014-06-23
358,NEW YORK LAGUARDIA AIRPORT NY US,20140624,0,0,0,0,2014-06-24
359,NEW YORK LAGUARDIA AIRPORT NY US,20140625,0,0,0,0,2014-06-25
360,NEW YORK LAGUARDIA AIRPORT NY US,20140626,18,0,0,1,2014-06-26
361,NEW YORK LAGUARDIA AIRPORT NY US,20140627,0,0,0,0,2014-06-27
362,NEW YORK LAGUARDIA AIRPORT NY US,20140628,0,0,0,0,2014-06-28
363,NEW YORK LAGUARDIA AIRPORT NY US,20140629,0,0,0,0,2014-06-29
364,NEW YORK LAGUARDIA AIRPORT NY US,20140630,0,0,0,0,2014-06-30
365,NEW YORK LAGUARDIA AIRPORT NY US,20140701,0,0,0,0,2014-07-01
366,NEW YORK LAGUARDIA AIRPORT NY US,20140702,160,0,0,1,2014-07-02
367,NEW YORK LAGUARDIA AIRPORT NY US,20140703,185,0,0,1,2014-07-03
368,NEW YORK LAGUARDIA AIRPORT NY US,20140704,41,0,0,1,2014-07-04
369,NEW YORK LAGUARDIA AIRPORT NY US,20140705,0,0,0,0,2014-07-05
370,NEW YORK LAGUARDIA AIRPORT NY US,20140706,0,0,0,0,2014-07-06
371,NEW YORK LAGUARDIA AIRPORT NY US,20140707,0,0,0,0,2014-07-07
372,NEW YORK LAGUARDIA AIRPORT NY US,20140708,46,0,0,1,2014-07-08
373,NEW YORK LAGUARDIA AIRPORT NY US,20140709,0,0,0,0,2014-07-09
374,NEW YORK LAGUARDIA AIRPORT NY US,20140710,0,0,0,0,2014-07-10
375,NEW YORK LAGUARDIA AIRPORT NY US,20140711,0,0,0,0,2014-07-11
376,NEW YORK LAGUARDIA AIRPORT NY US,20140712,0,0,0,0,2014-07-12
377,NEW YORK LAGUARDIA AIRPORT NY US,20140713,61,0,0,1,2014-07-13
378,NEW YORK LAGUARDIA AIRPORT NY US,20140714,188,0,0,1,2014-07-14
379,NEW YORK LAGUARDIA AIRPORT NY US,20140715,236,0,0,1,2014-07-15
380,NEW YORK LAGUARDIA AIRPORT NY US,20140716,0,0,0,0,2014-07-16
381,NEW YORK LAGUARDIA AIRPORT NY US,20140717,0,0,0,0,2014-07-17
382,NEW YORK LAGUARDIA AIRPORT NY US,20140718,0,0,0,0,2014-07-18
383,NEW YORK LAGUARDIA AIRPORT NY US,20140719,0,0,0,0,2014-07-19
384,NEW YORK LAGUARDIA AIRPORT NY US,20140720,0,0,0,0,2014-07-20
385,NEW YORK LAGUARDIA AIRPORT NY US,20140721,0,0,0,0,2014-07-21
386,NEW YORK LAGUARDIA AIRPORT NY US,20140722,0,0,0,0,2014-07-22
387,NEW YORK LAGUARDIA AIRPORT NY US,20140723,30,0,0,1,2014-07-23
388,NEW YORK LAGUARDIA AIRPORT NY US,20140724,0,0,0,0,2014-07-24
389,NEW YORK LAGUARDIA AIRPORT NY US,20140725,0,0,0,0,2014-07-25
390,NEW YORK LAGUARDIA AIRPORT NY US,20140726,0,0,0,0,2014-07-26
391,NEW YORK LAGUARDIA AIRPORT NY US,20140727,0,0,0,0,2014-07-27
392,NEW YORK LAGUARDIA AIRPORT NY US,20140728,66,0,0,1,2014-07-28
393,NEW YORK LAGUARDIA AIRPORT NY US,20140729,0,0,0,0,2014-07-29
394,NEW YORK LAGUARDIA AIRPORT NY US,20140730,0,0,0,0,2014-07-30
395,NEW YORK LAGUARDIA AIRPORT NY US,20140731,0,0,0,0,2014-07-31
396,NEW YORK LAGUARDIA AIRPORT NY US,20140801,0,0,0,0,2014-08-01
397,NEW YORK LAGUARDIA AIRPORT NY US,20140802,102,0,0,1,2014-08-02
398,NEW YORK LAGUARDIA AIRPORT NY US,20140803,18,0,0,1,2014-08-03
399,NEW YORK LAGUARDIA AIRPORT NY US,20140804,0,0,0,0,2014-08-04
400,NEW YORK LAGUARDIA AIRPORT NY US,20140805,0,0,0,0,2014-08-05
401,NEW YORK LAGUARDIA AIRPORT NY US,20140806,0,0,0,0,2014-08-06
402,NEW YORK LAGUARDIA AIRPORT NY US,20140807,0,0,0,0,2014-08-07
403,NEW YORK LAGUARDIA AIRPORT NY US,20140808,0,0,0,0,2014-08-08
404,NEW YORK LAGUARDIA AIRPORT NY US,20140809,0,0,0,0,2014-08-09
405,NEW YORK LAGUARDIA AIRPORT NY US,20140810,0,0,0,0,2014-08-10
406,NEW YORK LAGUARDIA AIRPORT NY US,20140811,0,0,0,0,2014-08-11
407,NEW YORK LAGUARDIA AIRPORT NY US,20140812,36,0,0,1,2014-08-12
408,NEW YORK LAGUARDIA AIRPORT NY US,20140813,198,0,0,1,2014-08-13
409,NEW YORK LAGUARDIA AIRPORT NY US,20140814,0,0,0,0,2014-08-14
410,NEW YORK LAGUARDIA AIRPORT NY US,20140815,0,0,0,0,2014-08-15
411,NEW YORK LAGUARDIA AIRPORT NY US,20140816,0,0,0,0,2014-08-16
412,NEW YORK LAGUARDIA AIRPORT NY US,20140817,3,0,0,1,2014-08-17
413,NEW YORK LAGUARDIA AIRPORT NY US,20140818,0,0,0,0,2014-08-18
414,NEW YORK LAGUARDIA AIRPORT NY US,20140819,0,0,0,0,2014-08-19
415,NEW YORK LAGUARDIA AIRPORT NY US,20140820,0,0,0,0,2014-08-20
416,NEW YORK LAGUARDIA AIRPORT NY US,20140821,315,0,0,1,2014-08-21
417,NEW YORK LAGUARDIA AIRPORT NY US,20140822,18,0,0,1,2014-08-22
418,NEW YORK LAGUARDIA AIRPORT NY US,20140823,0,0,0,0,2014-08-23
419,NEW YORK LAGUARDIA AIRPORT NY US,20140824,0,0,0,0,2014-08-24
420,NEW YORK LAGUARDIA AIRPORT NY US,20140825,0,0,0,0,2014-08-25
421,NEW YORK LAGUARDIA AIRPORT NY US,20140826,0,0,0,0,2014-08-26
422,NEW YORK LAGUARDIA AIRPORT NY US,20140827,0,0,0,0,2014-08-27
423,NEW YORK LAGUARDIA AIRPORT NY US,20140828,0,0,0,0,2014-08-28
424,NEW YORK LAGUARDIA AIRPORT NY US,20140829,0,0,0,0,2014-08-29
425,NEW YORK LAGUARDIA AIRPORT NY US,20140830,0,0,0,0,2014-08-30
426,NEW YORK LAGUARDIA AIRPORT NY US,20140831,201,0,0,1,2014-08-31
427,NEW YORK LAGUARDIA AIRPORT NY US,20140901,0,0,0,0,2014-09-01
428,NEW YORK LAGUARDIA AIRPORT NY US,20140902,0,0,0,0,2014-09-02
429,NEW YORK LAGUARDIA AIRPORT NY US,20140903,0,0,0,0,2014-09-03
430,NEW YORK LAGUARDIA AIRPORT NY US,20140904,0,0,0,0,2014-09-04
431,NEW YORK LAGUARDIA AIRPORT NY US,20140905,0,0,0,0,2014-09-05
432,NEW YORK LAGUARDIA AIRPORT NY US,20140906,53,0,0,1,2014-09-06
433,NEW YORK LAGUARDIA AIRPORT NY US,20140907,0,0,0,0,2014-09-07
434,NEW YORK LAGUARDIA AIRPORT NY US,20140908,0,0,0,0,2014-09-08
435,NEW YORK LAGUARDIA AIRPORT NY US,20140909,0,0,0,0,2014-09-09
436,NEW YORK LAGUARDIA AIRPORT NY US,20140910,0,0,0,0,2014-09-10
437,NEW YORK LAGUARDIA AIRPORT NY US,20140911,0,0,0,0,2014-09-11
438,NEW YORK LAGUARDIA AIRPORT NY US,20140912,0,0,0,0,2014-09-12
439,NEW YORK LAGUARDIA AIRPORT NY US,20140913,48,0,0,1,2014-09-13
440,NEW YORK LAGUARDIA AIRPORT NY US,20140914,0,0,0,0,2014-09-14
441,NEW YORK LAGUARDIA AIRPORT NY US,20140915,0,0,0,0,2014-09-15
442,NEW YORK LAGUARDIA AIRPORT NY US,20140916,107,0,0,1,2014-09-16
443,NEW YORK LAGUARDIA AIRPORT NY US,20140917,0,0,0,0,2014-09-17
444,NEW YORK LAGUARDIA AIRPORT NY US,20140918,0,0,0,0,2014-09-18
445,NEW YORK LAGUARDIA AIRPORT NY US,20140919,0,0,0,0,2014-09-19
446,NEW YORK LAGUARDIA AIRPORT NY US,20140920,0,0,0,0,2014-09-20
447,NEW YORK LAGUARDIA AIRPORT NY US,20140921,53,0,0,1,2014-09-21
448,NEW YORK LAGUARDIA AIRPORT NY US,20140922,0,0,0,0,2014-09-22
449,NEW YORK LAGUARDIA AIRPORT NY US,20140923,0,0,0,0,2014-09-23
450,NEW YORK LAGUARDIA AIRPORT NY US,20140924,0,0,0,0,2014-09-24
451,NEW YORK LAGUARDIA AIRPORT NY US,20140925,43,0,0,1,2014-09-25
452,NEW YORK LAGUARDIA AIRPORT NY US,20140926,0,0,0,0,2014-09-26
453,NEW YORK LAGUARDIA AIRPORT NY US,20140927,0,0,0,0,2014-09-27
454,NEW YORK LAGUARDIA AIRPORT NY US,20140928,0,0,0,0,2014-09-28
455,NEW YORK LAGUARDIA AIRPORT NY US,20140929,0,0,0,0,2014-09-29
456,NEW YORK LAGUARDIA AIRPORT NY US,20140930,10,0,0,1,2014-09-30
457,NEW YORK LAGUARDIA AIRPORT NY US,20141001,0,0,0,0,2014-10-01
458,NEW YORK LAGUARDIA AIRPORT NY US,20141002,0,0,0,0,2014-10-02
459,NEW YORK LAGUARDIA AIRPORT NY US,20141003,0,0,0,0,2014-10-03
460,NEW YORK LAGUARDIA AIRPORT NY US,20141004,267,0,0,1,2014-10-04
461,NEW YORK LAGUARDIA AIRPORT NY US,20141005,0,0,0,0,2014-10-05
462,NEW YORK LAGUARDIA AIRPORT NY US,20141006,0,0,0,0,2014-10-06
463,NEW YORK LAGUARDIA AIRPORT NY US,20141007,8,0,0,1,2014-10-07
464,NEW YORK LAGUARDIA AIRPORT NY US,20141008,8,0,0,1,2014-10-08
465,NEW YORK LAGUARDIA AIRPORT NY US,20141009,0,0,0,0,2014-10-09
466,NEW YORK LAGUARDIA AIRPORT NY US,20141010,0,0,0,0,2014-10-10
467,NEW YORK LAGUARDIA AIRPORT NY US,20141011,84,0,0,1,2014-10-11
468,NEW YORK LAGUARDIA AIRPORT NY US,20141012,0,0,0,0,2014-10-12
469,NEW YORK LAGUARDIA AIRPORT NY US,20141013,8,0,0,1,2014-10-13
470,NEW YORK LAGUARDIA AIRPORT NY US,20141014,0,0,0,0,2014-10-14
471,NEW YORK LAGUARDIA AIRPORT NY US,20141015,8,0,0,1,2014-10-15
472,NEW YORK LAGUARDIA AIRPORT NY US,20141016,196,0,0,1,2014-10-16
473,NEW YORK LAGUARDIA AIRPORT NY US,20141017,0,0,0,0,2014-10-17
474,NEW YORK LAGUARDIA AIRPORT NY US,20141018,0,0,0,0,2014-10-18
475,NEW YORK LAGUARDIA AIRPORT NY US,20141019,0,0,0,0,2014-10-19
476,NEW YORK LAGUARDIA AIRPORT NY US,20141020,0,0,0,0,2014-10-20
477,NEW YORK LAGUARDIA AIRPORT NY US,20141021,0,0,0,0,2014-10-21
478,NEW YORK LAGUARDIA AIRPORT NY US,20141022,320,0,0,1,2014-10-22
479,NEW YORK LAGUARDIA AIRPORT NY US,20141023,81,0,0,1,2014-10-23
480,NEW YORK LAGUARDIA AIRPORT NY US,20141024,0,0,0,0,2014-10-24
481,NEW YORK LAGUARDIA AIRPORT NY US,20141025,0,0,0,0,2014-10-25
482,NEW YORK LAGUARDIA AIRPORT NY US,20141026,0,0,0,0,2014-10-26
483,NEW YORK LAGUARDIA AIRPORT NY US,20141027,0,0,0,0,2014-10-27
484,NEW YORK LAGUARDIA AIRPORT NY US,20141028,0,0,0,0,2014-10-28
485,NEW YORK LAGUARDIA AIRPORT NY US,20141029,0,0,0,0,2014-10-29
486,NEW YORK LAGUARDIA AIRPORT NY US,20141030,0,0,0,0,2014-10-30
487,NEW YORK LAGUARDIA AIRPORT NY US,20141031,10,0,0,1,2014-10-31
488,NEW YORK LAGUARDIA AIRPORT NY US,20141101,46,0,0,1,2014-11-01
489,NEW YORK LAGUARDIA AIRPORT NY US,20141102,0,0,0,0,2014-11-02
490,NEW YORK LAGUARDIA AIRPORT NY US,20141103,0,0,0,0,2014-11-03
491,NEW YORK LAGUARDIA AIRPORT NY US,20141104,0,0,0,0,2014-11-04
492,NEW YORK LAGUARDIA AIRPORT NY US,20141105,0,0,0,0,2014-11-05
493,NEW YORK LAGUARDIA AIRPORT NY US,20141106,86,0,0,1,2014-11-06
494,NEW YORK LAGUARDIA AIRPORT NY US,20141107,0,0,0,0,2014-11-07
495,NEW YORK LAGUARDIA AIRPORT NY US,20141108,0,0,0,0,2014-11-08
496,NEW YORK LAGUARDIA AIRPORT NY US,20141109,0,0,0,0,2014-11-09
497,NEW YORK LAGUARDIA AIRPORT NY US,20141110,0,0,0,0,2014-11-10
498,NEW YORK LAGUARDIA AIRPORT NY US,20141111,0,0,0,0,2014-11-11
499,NEW YORK LAGUARDIA AIRPORT NY US,20141112,0,0,0,0,2014-11-12
500,NEW YORK LAGUARDIA AIRPORT NY US,20141113,43,0,0,1,2014-11-13
501,NEW YORK LAGUARDIA AIRPORT NY US,20141114,8,0,0,1,2014-11-14
502,NEW YORK LAGUARDIA AIRPORT NY US,20141115,0,0,0,0,2014-11-15
503,NEW YORK LAGUARDIA AIRPORT NY US,20141116,5,0,0,1,2014-11-16
504,NEW YORK LAGUARDIA AIRPORT NY US,20141117,378,0,0,1,2014-11-17
505,NEW YORK LAGUARDIA AIRPORT NY US,20141118,0,0,0,0,2014-11-18
506,NEW YORK LAGUARDIA AIRPORT NY US,20141119,0,0,0,0,2014-11-19
507,NEW YORK LAGUARDIA AIRPORT NY US,20141120,0,0,0,0,2014-11-20
508,NEW YORK LAGUARDIA AIRPORT NY US,20141121,0,0,0,0,2014-11-21
509,NEW YORK LAGUARDIA AIRPORT NY US,20141122,0,0,0,0,2014-11-22
510,NEW YORK LAGUARDIA AIRPORT NY US,20141123,0,0,0,0,2014-11-23
511,NEW YORK LAGUARDIA AIRPORT NY US,20141124,155,0,0,1,2014-11-24
512,NEW YORK LAGUARDIA AIRPORT NY US,20141125,0,0,0,0,2014-11-25
513,NEW YORK LAGUARDIA AIRPORT NY US,20141126,272,0,10,1,2014-11-26
514,NEW YORK LAGUARDIA AIRPORT NY US,20141127,3,0,0,1,2014-11-27
515,NEW YORK LAGUARDIA AIRPORT NY US,20141128,0,0,0,0,2014-11-28
516,NEW YORK LAGUARDIA AIRPORT NY US,20141129,0,0,0,0,2014-11-29
517,NEW YORK LAGUARDIA AIRPORT NY US,20141130,0,0,0,0,2014-11-30
518,NEW YORK LAGUARDIA AIRPORT NY US,20141201,13,0,0,1,2014-12-01
519,NEW YORK LAGUARDIA AIRPORT NY US,20141202,28,0,0,1,2014-12-02
520,NEW YORK LAGUARDIA AIRPORT NY US,20141203,25,0,0,1,2014-12-03
521,NEW YORK LAGUARDIA AIRPORT NY US,20141204,0,0,0,0,2014-12-04
522,NEW YORK LAGUARDIA AIRPORT NY US,20141205,132,0,0,1,2014-12-05
523,NEW YORK LAGUARDIA AIRPORT NY US,20141206,328,0,0,1,2014-12-06
524,NEW YORK LAGUARDIA AIRPORT NY US,20141207,8,0,0,1,2014-12-07
525,NEW YORK LAGUARDIA AIRPORT NY US,20141208,0,0,0,0,2014-12-08
526,NEW YORK LAGUARDIA AIRPORT NY US,20141209,681,0,0,1,2014-12-09
527,NEW YORK LAGUARDIA AIRPORT NY US,20141210,36,0,25,1,2014-12-10
528,NEW YORK LAGUARDIA AIRPORT NY US,20141211,8,30,8,1,2014-12-11
529,NEW YORK LAGUARDIA AIRPORT NY US,20141212,0,0,0,0,2014-12-12
530,NEW YORK LAGUARDIA AIRPORT NY US,20141213,0,0,0,0,2014-12-13
531,NEW YORK LAGUARDIA AIRPORT NY US,20141214,0,0,0,0,2014-12-14
532,NEW YORK LAGUARDIA AIRPORT NY US,20141215,0,0,0,0,2014-12-15
533,NEW YORK LAGUARDIA AIRPORT NY US,20141216,41,0,0,1,2014-12-16
534,NEW YORK LAGUARDIA AIRPORT NY US,20141217,8,0,0,1,2014-12-17
535,NEW YORK LAGUARDIA AIRPORT NY US,20141218,0,0,0,0,2014-12-18
536,NEW YORK LAGUARDIA AIRPORT NY US,20141219,0,0,0,0,2014-12-19
537,NEW YORK LAGUARDIA AIRPORT NY US,20141220,0,0,0,0,2014-12-20
538,NEW YORK LAGUARDIA AIRPORT NY US,20141221,0,0,0,0,2014-12-21
539,NEW YORK LAGUARDIA AIRPORT NY US,20141222,10,0,0,1,2014-12-22
540,NEW YORK LAGUARDIA AIRPORT NY US,20141223,46,0,0,1,2014-12-23
541,NEW YORK LAGUARDIA AIRPORT NY US,20141224,170,0,0,1,2014-12-24
542,NEW YORK LAGUARDIA AIRPORT NY US,20141225,18,0,0,1,2014-12-25
543,NEW YORK LAGUARDIA AIRPORT NY US,20141226,0,0,0,0,2014-12-26
544,NEW YORK LAGUARDIA AIRPORT NY US,20141227,0,0,0,0,2014-12-27
545,NEW YORK LAGUARDIA AIRPORT NY US,20141228,25,0,0,1,2014-12-28
546,NEW YORK LAGUARDIA AIRPORT NY US,20141229,0,0,0,0,2014-12-29
547,NEW YORK LAGUARDIA AIRPORT NY US,20141230,0,0,0,0,2014-12-30
548,NEW YORK LAGUARDIA AIRPORT NY US,20141231,0,0,0,0,2014-12-31
549,NEW YORK LAGUARDIA AIRPORT NY US,20150101,0,0,0,0,2015-01-01
550,NEW YORK LAGUARDIA AIRPORT NY US,20150102,0,0,0,0,2015-01-02
551,NEW YORK LAGUARDIA AIRPORT NY US,20150103,170,0,0,1,2015-01-03
552,NEW YORK LAGUARDIA AIRPORT NY US,20150104,79,0,0,1,2015-01-04
553,NEW YORK LAGUARDIA AIRPORT NY US,20150105,0,0,0,0,2015-01-05
554,NEW YORK LAGUARDIA AIRPORT NY US,20150106,13,0,25,1,2015-01-06
555,NEW YORK LAGUARDIA AIRPORT NY US,20150107,0,30,0,0,2015-01-07
556,NEW YORK LAGUARDIA AIRPORT NY US,20150108,0,0,0,0,2015-01-08
557,NEW YORK LAGUARDIA AIRPORT NY US,20150109,30,0,46,1,2015-01-09
558,NEW YORK LAGUARDIA AIRPORT NY US,20150110,0,30,0,0,2015-01-10
559,NEW YORK LAGUARDIA AIRPORT NY US,20150111,0,0,0,0,2015-01-11
560,NEW YORK LAGUARDIA AIRPORT NY US,20150112,99,0,0,1,2015-01-12
561,NEW YORK LAGUARDIA AIRPORT NY US,20150113,0,0,0,0,2015-01-13
562,NEW YORK LAGUARDIA AIRPORT NY US,20150114,0,0,0,0,2015-01-14
563,NEW YORK LAGUARDIA AIRPORT NY US,20150115,0,0,0,0,2015-01-15
564,NEW YORK LAGUARDIA AIRPORT NY US,20150116,0,0,0,0,2015-01-16
565,NEW YORK LAGUARDIA AIRPORT NY US,20150117,0,0,0,0,2015-01-17
566,NEW YORK LAGUARDIA AIRPORT NY US,20150118,503,0,0,1,2015-01-18
567,NEW YORK LAGUARDIA AIRPORT NY US,20150119,0,0,0,0,2015-01-19
568,NEW YORK LAGUARDIA AIRPORT NY US,20150120,0,0,0,0,2015-01-20
569,NEW YORK LAGUARDIA AIRPORT NY US,20150121,0,0,0,0,2015-01-21
570,NEW YORK LAGUARDIA AIRPORT NY US,20150122,0,0,0,0,2015-01-22
571,NEW YORK LAGUARDIA AIRPORT NY US,20150123,0,0,0,0,2015-01-23
572,NEW YORK LAGUARDIA AIRPORT NY US,20150124,185,80,104,1,2015-01-24
573,NEW YORK LAGUARDIA AIRPORT NY US,20150125,0,30,0,0,2015-01-25
574,NEW YORK LAGUARDIA AIRPORT NY US,20150126,76,30,152,1,2015-01-26
575,NEW YORK LAGUARDIA AIRPORT NY US,20150127,64,230,127,1,2015-01-27
576,NEW YORK LAGUARDIA AIRPORT NY US,20150128,0,200,0,0,2015-01-28
577,NEW YORK LAGUARDIA AIRPORT NY US,20150129,8,150,8,1,2015-01-29
578,NEW YORK LAGUARDIA AIRPORT NY US,20150130,38,180,38,1,2015-01-30
579,NEW YORK LAGUARDIA AIRPORT NY US,20150131,0,150,0,0,2015-01-31
580,NEW YORK LAGUARDIA AIRPORT NY US,20150201,10,130,10,1,2015-02-01
581,NEW YORK LAGUARDIA AIRPORT NY US,20150202,274,230,155,1,2015-02-02
582,NEW YORK LAGUARDIA AIRPORT NY US,20150203,0,230,0,0,2015-02-03
583,NEW YORK LAGUARDIA AIRPORT NY US,20150204,0,230,0,0,2015-02-04
584,NEW YORK LAGUARDIA AIRPORT NY US,20150205,0,150,0,0,2015-02-05
585,NEW YORK LAGUARDIA AIRPORT NY US,20150206,0,150,0,0,2015-02-06
586,NEW YORK LAGUARDIA AIRPORT NY US,20150207,3,130,5,1,2015-02-07
587,NEW YORK LAGUARDIA AIRPORT NY US,20150208,0,100,0,0,2015-02-08
588,NEW YORK LAGUARDIA AIRPORT NY US,20150209,18,80,5,1,2015-02-09
589,NEW YORK LAGUARDIA AIRPORT NY US,20150210,0,100,0,0,2015-02-10
590,NEW YORK LAGUARDIA AIRPORT NY US,20150211,0,100,0,0,2015-02-11
591,NEW YORK LAGUARDIA AIRPORT NY US,20150212,0,100,0,0,2015-02-12
592,NEW YORK LAGUARDIA AIRPORT NY US,20150213,0,100,0,0,2015-02-13
593,NEW YORK LAGUARDIA AIRPORT NY US,20150214,13,100,15,1,2015-02-14
594,NEW YORK LAGUARDIA AIRPORT NY US,20150215,3,130,5,1,2015-02-15
595,NEW YORK LAGUARDIA AIRPORT NY US,20150216,0,130,0,0,2015-02-16
596,NEW YORK LAGUARDIA AIRPORT NY US,20150217,33,200,81,1,2015-02-17
597,NEW YORK LAGUARDIA AIRPORT NY US,20150218,0,180,3,1,2015-02-18
598,NEW YORK LAGUARDIA AIRPORT NY US,20150219,0,130,0,0,2015-02-19
599,NEW YORK LAGUARDIA AIRPORT NY US,20150220,0,130,0,0,2015-02-20
600,NEW YORK LAGUARDIA AIRPORT NY US,20150221,152,130,91,1,2015-02-21
601,NEW YORK LAGUARDIA AIRPORT NY US,20150222,28,200,13,1,2015-02-22
602,NEW YORK LAGUARDIA AIRPORT NY US,20150223,0,150,0,0,2015-02-23
603,NEW YORK LAGUARDIA AIRPORT NY US,20150224,0,150,0,0,2015-02-24
604,NEW YORK LAGUARDIA AIRPORT NY US,20150225,0,150,0,0,2015-02-25
605,NEW YORK LAGUARDIA AIRPORT NY US,20150226,0,130,0,0,2015-02-26
606,NEW YORK LAGUARDIA AIRPORT NY US,20150227,0,130,0,0,2015-02-27
607,NEW YORK LAGUARDIA AIRPORT NY US,20150228,0,130,0,0,2015-02-28
608,NEW YORK LAGUARDIA AIRPORT NY US,20150301,122,80,89,1,2015-03-01
609,NEW YORK LAGUARDIA AIRPORT NY US,20150302,0,150,0,0,2015-03-02
610,NEW YORK LAGUARDIA AIRPORT NY US,20150303,183,130,25,1,2015-03-03
611,NEW YORK LAGUARDIA AIRPORT NY US,20150304,64,100,0,1,2015-03-04
612,NEW YORK LAGUARDIA AIRPORT NY US,20150305,152,80,206,1,2015-03-05
613,NEW YORK LAGUARDIA AIRPORT NY US,20150306,0,280,0,0,2015-03-06
614,NEW YORK LAGUARDIA AIRPORT NY US,20150307,0,150,0,0,2015-03-07
615,NEW YORK LAGUARDIA AIRPORT NY US,20150308,0,130,0,0,2015-03-08
616,NEW YORK LAGUARDIA AIRPORT NY US,20150309,5,80,0,1,2015-03-09
617,NEW YORK LAGUARDIA AIRPORT NY US,20150310,107,30,0,1,2015-03-10
618,NEW YORK LAGUARDIA AIRPORT NY US,20150311,5,0,0,1,2015-03-11
