,id,postalCode,latitude,longitude,stationName,Borough
399,3072,11206,40.70583339,-73.94644578,Leonard St & Boerum St,Brooklyn
400,3074,11206,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,Brooklyn
401,3076,11206,40.70870368,-73.9448625,Scholes St & Manhattan Ave,Brooklyn
402,3179,11206,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,Brooklyn
403,3095,11222,40.71929301,-73.94500379,Graham Ave & Herbert St,Brooklyn
404,3097,11222,40.71921585,-73.9424469,N Henry St & Richardson St,Brooklyn
405,3098,11222,40.71928,-73.94861,Leonard St & Bayard St,Brooklyn
406,3099,11222,40.7215224034,-73.948982656,Leonard St & Manhattan Ave,Brooklyn
407,3101,11222,40.72079821,-73.95484712,N 12 St & Bedford Ave,Brooklyn
408,3102,11222,40.72179134,-73.9504154,Driggs Ave & Lorimer St,Brooklyn
409,3105,11222,40.724055,-73.955736,N 15 St & Wythe Ave,Brooklyn
410,3106,11222,40.72325,-73.94308,Driggs Ave & N Henry St,Brooklyn
411,3108,11222,40.72557,-73.94434,Nassau Ave & Russell St,Brooklyn
412,3109,11222,40.72606,-73.95621,Banker St & Meserole Ave,Brooklyn
413,3110,11222,40.72708584,-73.95299117,Meserole Ave & Manhattan Ave,Brooklyn
414,3111,11222,40.7258483,-73.95064893,Norman Ave & Leonard St,Brooklyn
415,3112,11222,40.72906,-73.95779,Milton St & Franklin St,Brooklyn
416,3113,11222,40.73026,-73.95394,Greenpoint Ave & Manhattan Ave,Brooklyn
417,3114,11222,40.73165141,-73.96161892,India St & East River,Brooklyn
418,3115,11222,40.73232194,-73.9550858,India St & Manhattan Ave,Brooklyn
419,3116,11222,40.73266,-73.95826,Huron St & Franklin St,Brooklyn
420,3117,11222,40.73564,-73.95866,Franklin St & Dupont St,Brooklyn
421,3118,11222,40.73555,-73.95284,McGuinness Blvd & Eagle St,Brooklyn
422,3119,11101,40.74232744,-73.95411749,Vernon Blvd & 50 Ave,Queens
423,3120,11101,40.74161,-73.96044,Center Blvd & Borden Ave,Queens
424,3121,11101,40.74524768,-73.94733276,Jackson Ave & 46 Rd,Queens
425,3122,11101,40.7443632871,-73.955873251,48 Ave & 5 St,Queens
426,3123,11101,40.74469738,-73.93540375,31 St & Thomson Ave,Queens
427,3124,11101,40.74731,-73.95451,46 Ave & 5 St,Queens
428,3125,11101,40.74708586,-73.94977234,45 Rd & 11 St,Queens
429,3126,11101,40.74718234,-73.9432635,44 Dr & Jackson Ave,Queens
430,3127,11101,40.74966,-73.9521,9 St & 44 Rd,Queens
431,3128,11101,40.75052534,-73.94594845,21 St & 43 Ave,Queens
432,3129,11101,40.75110165,-73.94073717,Queens Plaza North & Crescent St,Queens
433,3221,11101,40.743,-73.93561,47 Ave & 31 St,Queens
434,3237,11101,40.7538334344,-73.9426767826,21 St & 41 Ave,Queens
435,3144,10028,40.77677702,-73.9590097,E 81 St & Park Ave,Manhattan
436,3145,10028,40.77862688,-73.95772073,E 84 St & Park Ave,Manhattan
437,3146,10028,40.77573034,-73.9567526,E 81 St & 3 Ave,Manhattan
438,3147,10028,40.77801203,-73.95407149,E 85 St & 3 Ave,Manhattan
439,3148,10028,40.77565541,-73.95068615,E 84 St & 1 Ave,Manhattan
440,3150,10028,40.77536905,-73.94803392,E 85 St & York Ave,Manhattan
441,3151,10028,40.7728384,-73.94989233,E 81 St & York Ave,Manhattan
442,3157,10128,40.77518615,-73.94446054,East End Ave & E 86 St,Manhattan
443,3160,10024,40.77896784,-73.97374737,Central Park West & W 76 St,Manhattan
444,3162,10024,40.78339981,-73.98093133,W 78 St & Broadway,Manhattan
445,3166,10024,40.7805779901,-73.9856243134,Riverside Dr & W 72 St,Manhattan
446,3168,10024,40.78472675,-73.96961715,Central Park West & W 85 St,Manhattan
447,3169,10024,40.78720869,-73.98128127,Riverside Dr & W 82 St,Manhattan
448,3171,10024,40.78524672,-73.97667321,Amsterdam Ave & W 82 St,Manhattan
449,3177,10024,40.7867947,-73.977112,W 84 St & Broadway,Manhattan
450,3178,10024,40.78414472,-73.98362492,Riverside Dr & W 78 St,Manhattan
451,3226,10024,40.78275,-73.97137,W 82 St & Central Park West,Manhattan
452,3173,10069,40.7775070275,-73.9888858795,Riverside Blvd & W 67 St,Manhattan
